Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Month End Characters,Month No.
559,CA-2016-113243,Friday 10 June 2016,Wednesday 15 June 2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,$32,5,0,$16,Jun,e,6
721,CA-2016-112942,Saturday 13 February 2016,Thursday 18 February 2016,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$147,3,0,$73,Feb,ruary,2
1142,CA-2014-146969,Monday 29 September 2014,Friday 3 October 2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,$205,2,0,$53,Sep,tember,9
1143,CA-2014-146969,Monday 29 September 2014,Friday 3 October 2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,$9,4,0,$3,Sep,tember,9
1144,CA-2014-146969,Monday 29 September 2014,Friday 3 October 2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,$6,1,0,$3,Sep,tember,9
1146,CA-2014-146969,Monday 29 September 2014,Friday 3 October 2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",$62,1,0,$17,Sep,tember,9
1229,CA-2017-100013,Monday 6 November 2017,Saturday 11 November 2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$15,2,0,$7,Nov,ember,11
1230,CA-2017-100013,Monday 6 November 2017,Saturday 11 November 2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,$9,1,0,$3,Nov,ember,11
1231,CA-2017-100013,Monday 6 November 2017,Saturday 11 November 2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,$6,2,0,$2,Nov,ember,11
1267,US-2014-167738,Wednesday 24 December 2014,Monday 29 December 2014,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,$143,1,0,$41,Dec,ember,12
1504,CA-2016-100468,Thursday 24 November 2016,Thursday 1 December 2016,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$10,2,0,$3,Nov,ember,11
2405,CA-2017-108574,Saturday 7 October 2017,Wednesday 11 October 2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,"$1,116",9,0,$201,Oct,ober,10
2413,CA-2014-151295,Wednesday 12 November 2014,Sunday 16 November 2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,$12,2,0,$6,Nov,ember,11
2510,CA-2017-163902,Thursday 2 March 2017,Wednesday 8 March 2017,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,$480,6,0,$53,Mar,ch,3
2637,CA-2015-162369,Saturday 15 August 2015,Wednesday 19 August 2015,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,$323,2,0,$61,Aug,ust,8
2670,US-2015-139759,Tuesday 25 August 2015,Sunday 30 August 2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,$106,4,0,$30,Aug,ust,8
3074,CA-2016-125206,Sunday 3 January 2016,Tuesday 5 January 2016,First Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,$114,2,0,$29,Jan,uary,1
3647,CA-2014-146528,Friday 25 July 2014,Sunday 27 July 2014,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,$6,1,0,$3,Jul,y,7
3648,CA-2014-146528,Friday 25 July 2014,Sunday 27 July 2014,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,$16,4,0,$5,Jul,y,7
3712,CA-2017-113670,Sunday 15 October 2017,Tuesday 17 October 2017,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,$205,5,0,$100,Oct,ober,10
3787,CA-2016-144218,Monday 31 October 2016,Friday 4 November 2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts","$1,085",7,0,$282,Oct,ober,10
3903,US-2015-119312,Friday 2 October 2015,Wednesday 7 October 2015,Second Class,CS-12400,Christopher Schild,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$270,14,0,$76,Oct,ober,10
3963,CA-2017-134838,Sunday 19 February 2017,Monday 20 February 2017,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,$13,3,0,$3,Feb,ruary,2
3964,CA-2017-134838,Sunday 19 February 2017,Monday 20 February 2017,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,$45,3,0,$12,Feb,ruary,2
3985,CA-2016-135265,Thursday 7 July 2016,Saturday 9 July 2016,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,$49,1,0,$24,Jul,y,7
4179,CA-2016-148593,Thursday 16 June 2016,Saturday 18 June 2016,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",$46,5,0,$22,Jun,e,6
4312,CA-2014-125829,Tuesday 4 November 2014,Tuesday 11 November 2014,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,$19,3,0,$9,Nov,ember,11
4315,CA-2015-115945,Thursday 25 June 2015,Wednesday 1 July 2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,$21,2,0,$5,Jun,e,6
4317,CA-2015-115945,Thursday 25 June 2015,Wednesday 1 July 2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,$304,3,0,$9,Jun,e,6
4505,US-2014-138247,Wednesday 24 December 2014,Monday 29 December 2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,$362,2,0,$101,Dec,ember,12
4506,US-2014-138247,Wednesday 24 December 2014,Monday 29 December 2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,$63,3,0,$13,Dec,ember,12
4508,US-2014-138247,Wednesday 24 December 2014,Monday 29 December 2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,$20,1,0,$0,Dec,ember,12
4509,US-2014-138247,Wednesday 24 December 2014,Monday 29 December 2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",$24,1,0,$6,Dec,ember,12
4584,US-2016-100405,Friday 26 August 2016,Sunday 28 August 2016,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,$8,2,0,$4,Aug,ust,8
4637,CA-2017-168228,Thursday 27 April 2017,Saturday 29 April 2017,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",$124,4,0,$33,Apr,il,4
4638,CA-2017-168228,Thursday 27 April 2017,Saturday 29 April 2017,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,$12,3,0,$6,Apr,il,4
4639,CA-2017-168228,Thursday 27 April 2017,Saturday 29 April 2017,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,$47,2,0,$12,Apr,il,4
4950,CA-2017-107125,Monday 27 November 2017,Saturday 2 December 2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,$19,3,0,$6,Nov,ember,11
5000,CA-2016-129238,Sunday 31 January 2016,Thursday 4 February 2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,$57,5,0,$28,Jan,uary,1
5145,CA-2017-161333,Thursday 2 February 2017,Tuesday 7 February 2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$86,2,0,$29,Feb,ruary,2
5146,CA-2017-161333,Thursday 2 February 2017,Tuesday 7 February 2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$139,4,0,$39,Feb,ruary,2
5147,CA-2017-161333,Thursday 2 February 2017,Tuesday 7 February 2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,$47,4,0,$16,Feb,ruary,2
5346,CA-2017-108539,Tuesday 21 March 2017,Thursday 23 March 2017,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,$726,4,0,$210,Mar,ch,3
5380,CA-2016-136021,Sunday 14 August 2016,Thursday 18 August 2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,$16,3,0,$8,Aug,ust,8
5389,CA-2017-164707,Saturday 18 February 2017,Tuesday 21 February 2017,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,$110,3,0,$47,Feb,ruary,2
5390,CA-2017-164707,Saturday 18 February 2017,Tuesday 21 February 2017,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,$10,2,0,$5,Feb,ruary,2
5406,US-2016-143280,Monday 22 February 2016,Friday 26 February 2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$36,1,0,$15,Feb,ruary,2
5407,US-2016-143280,Monday 22 February 2016,Friday 26 February 2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",$11,3,0,$5,Feb,ruary,2
5426,CA-2016-153598,Saturday 3 December 2016,Tuesday 6 December 2016,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,"$1,650",5,0,$660,Dec,ember,12
5427,CA-2016-153598,Saturday 3 December 2016,Tuesday 6 December 2016,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,$112,6,0,$51,Dec,ember,12
5961,CA-2017-150602,Thursday 9 February 2017,Tuesday 14 February 2017,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",$21,4,0,$7,Feb,ruary,2
6222,US-2017-157224,Thursday 14 September 2017,Monday 18 September 2017,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,$57,9,0,$26,Sep,tember,9
6617,CA-2016-123512,Friday 17 June 2016,Sunday 19 June 2016,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000081,Office Supplies,Labels,Avery 496,$23,6,0,$11,Jun,e,6
6618,CA-2016-123512,Friday 17 June 2016,Sunday 19 June 2016,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,$220,4,0,$108,Jun,e,6
6850,CA-2014-101462,Sunday 20 April 2014,Friday 25 April 2014,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",$60,4,0,$28,Apr,il,4
7003,CA-2014-133158,Tuesday 19 August 2014,Thursday 21 August 2014,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",$289,7,0,$26,Aug,ust,8
7338,CA-2017-165155,Thursday 21 September 2017,Saturday 23 September 2017,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",$16,1,0,$4,Sep,tember,9
7468,CA-2017-148985,Saturday 11 November 2017,Wednesday 15 November 2017,Second Class,TB-21190,Thomas Brumley,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,$35,4,0,$12,Nov,ember,11
7569,CA-2014-133830,Friday 5 December 2014,Wednesday 10 December 2014,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,$26,9,0,$12,Dec,ember,12
7570,CA-2014-133830,Friday 5 December 2014,Wednesday 10 December 2014,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,$49,4,0,$23,Dec,ember,12
7571,CA-2014-133830,Friday 5 December 2014,Wednesday 10 December 2014,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,$15,3,0,$7,Dec,ember,12
7869,CA-2016-136994,Friday 27 May 2016,Thursday 2 June 2016,Standard Class,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",$13,2,0,$6,May,,5
8100,CA-2016-169663,Thursday 10 March 2016,Sunday 13 March 2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,90045,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$27,3,0,$5,Mar,ch,3
8102,CA-2015-149846,Friday 22 May 2015,Tuesday 26 May 2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,$8,2,0,$4,May,,5
8104,CA-2015-149846,Friday 22 May 2015,Tuesday 26 May 2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,$105,7,0,$29,May,,5
8118,US-2017-113201,Friday 30 June 2017,Wednesday 5 July 2017,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,$205,5,0,$100,Jun,e,6
9058,CA-2015-149097,Tuesday 20 October 2015,Saturday 24 October 2015,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,$75,7,0,$24,Oct,ober,10
9231,CA-2017-133718,Sunday 23 July 2017,Wednesday 26 July 2017,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),$58,9,0,$28,Jul,y,7
9376,CA-2015-126347,Monday 14 December 2015,Saturday 19 December 2015,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$50,2,0,$11,Dec,ember,12
9565,CA-2015-161242,Monday 1 June 2015,Monday 8 June 2015,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",$12,2,0,$6,Jun,e,6
9610,CA-2016-130638,Monday 16 May 2016,Thursday 19 May 2016,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",$283,4,0,$20,May,,5
9611,CA-2016-130638,Monday 16 May 2016,Thursday 19 May 2016,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,$28,9,0,$13,May,,5
9651,CA-2016-107104,Saturday 26 November 2016,Wednesday 30 November 2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,$37,9,0,$10,Nov,ember,11
